-AFG|15
12646|Tamana
12647|Tamar
12677|Tamara
12678|Tamara Jasmin
12679|Tamara-Karina
12680|Tami
12682|Tamila
12686|Tamina
12688|Tania
12736|Tanja
12737|Tanja Angela
12738|Tanja Roswitha
12739|Tanja Sophia
12740|Tanmayi
12744|Tara
12745|Tara Sophie
12746|Tarah
12747|Tarik
12748|Tarsianna
12749|Taska
12750|Tassnim
12751|Tatevik Mia
12752|Tatiana
12765|Tatjana
12766|Tayisiya
12767|Tayna
12768|Tayyibet
12769|Tegan
12771|Tena
12773|Teodora
12774|Teona
12787|Teresa
12788|Tereza
12794|Tessa
12795|Tessa Louise
12796|Tessa Marie
12797|Tevrat
12799|Thalia
12800|Thanh-My
12801|Thao-Linh
12805|Thea
12806|Thea-Lina
12807|Theda
12808|Thekla Cecilia
12847|Theresa
12848|Theresa Charlotte
12849|Theresa Maria
12853|Theresia
12854|Thi Hong Nhun
12856|Thomas
12857|Thora Karla
12858|Thorsten
12859|Thu Giang
12860|Thu Ha
12861|Thu Mai
12863|Thu Thao
12864|Thurid
12865|Thuy
12866|Thuy An
12867|Thuy Linh
12868|Thyra
12870|Tia
12872|Tiffany
12873|Tijana
12874|Til
12876|Tilda
12878|Tim
12879|Timea
12880|Timo Tobias
12905|Tina
12906|Tina Soraya
12907|Tine
12909|Tizia
12911|Tiziana
12912|Tjalda
12913|Toni
12914|Toni Sophie
12915|Tonja
12916|Tracy
12917|Traudel
12918|Traudl
12919|Trientje
12920|Trine Maja
12921|Trixi
12922|Trixy
12923|Tuana
12924|Tuba Banu
12926|Tuerkan
12927|Tugce
12928|Tuhana
12929|Turkan
12930|Tyra
12931|Tyra-Antonia
12932|Uelfet
12933|Uemmue
12934|Uljana
12940|Ulla
12941|Ulricke
12988|Ulrike
12989|Uma
12990|Una
12991|Ursel
13025|Ursula
13027|Uschi
13040|Uta
13073|Ute
13075|Utta
13076|Uyen My
13077|Vahe
13088|Valentina
13089|Valentine
13096|Valeria
13107|Valerie
13108|Valerie Sophie
13109|Valerija
13111|Valeriya
13112|Van Trang
13113|Vanadis
13190|Vanessa
13191|Vanessa Thalia
13192|Vanessa-Sarah
13193|Vasilisa
13194|Vendora
13197|Venera
13199|Venice
13216|Vera
13217|Vera Carina
13218|Vera-Nicole
13251|Verena
13252|Verena (Vreni)
13287|Veronika
13288|Vesna
13289|Vian
13290|Vianne
13293|Vicky
13294|Vicky Sofie
13329|Victoria
13330|Victoria Cosima
13331|Victoria Laura
13332|Vienna
13378|Viktoria
13379|Viktoria Editha
13380|Viktorija
13382|Viktoriya
13383|Viktorya
13384|Vincent
13385|Vinja
13386|Vinodh Kumar
13396|Viola
13398|Violeta
13401|Violetta
13402|Viony
13403|Virginia-Atlanta
13404|Virginie Josephine
13405|Virpi
13407|Vitalia
13417|Vivian
13418|Vivian Sabrina
13419|Vivian-Marie
13421|Viviana
13423|Viviane
13424|Viviane Maya
13425|Viviane Sophie
13444|Vivien
13445|Vivien Havy
13446|Vivien Sophie
13447|Vivienne
13448|Vivienne Isabelle
13449|Vivyen
13450|Viyan
13451|Vroni
13452|Walentina
13453|Waleria
13454|Wally
13470|Waltraud
13471|Waltraut
13473|Wanda
13474|Wanja
13475|Weber
13476|Wen
13478|Wendy
13479|Wenke
13480|Weronika
13482|Wibke
13483|Wibke Klara
13488|Wiebke
13489|Wiebke Charlotte
13490|Wiebke Mariett
13492|Wiktoria
13493|Wilhelmine
13497|Wilma
13498|Wilma Ruth
13502|Wiltrud
13503|Xaverina Sophia
13522|Xenia
13523|Xenia Amalia
13524|Xenia-Patricia
13525|Xinena Lorraine
13526|Xochil Elektra
13527|Yade
13529|Yael
13530|Yagmur
13531|Yamin
13533|Yana
13534|Yanchen
13535|Yanina
13536|Yanisbel
13537|Yanru
13538|Yara
13539|Yara Kim
13540|Yara Mathilda
13541|Yaren
13542|Yaroslava
13543|Yasara
13545|Yasemin
13546|Yasmeen
13554|Yasmin
13556|Yasmina
13558|Yasmine
13559|Yasna
13560|Yassaman
13561|Yavara
13562|Ye Li
13563|Yeganeh
13564|Yelda
13565|Yelle
13566|Yen Nhi
13567|Yevgeniia
13568|Yeyzaveta Elisaweta
13569|Yimeh-Stella
13570|Yina
13571|Yiyi
13573|Ylva
13575|Ylvi
13576|Ylvie
13577|Yosan
13578|Yoshita
13579|Yu Chen
13580|Yuanne
13581|Yufei
13582|Yufei Sophie
13583|Yuhan Lotte
13584|Yule
13585|Yulia
13586|Yuliia
13587|Yuliya
13588|Yuma Mia
13589|Yustyna
13605|Yvonne
13606|Yvonne Yihan
13607|Zaira
13608|Zalina
13610|Zara
13611|Zarela
13612|Zarminah
13615|Zehra
13616|Zena
13617|Zerin
13618|Zeyneb
13619|Zeynep
13620|Zhanna
13621|Zhiyao
13622|Zhonna
13623|Zilan
13625|Zina
13626|Zining
13627|Zinzia
13631|Zita-Eva
13632|Zivistan
13649|Zoe
13650|Zoe Alina
13651|Zoe Lynn
13652|Zoe Noelle
13653|Zora
13654|Zoreslava
13655|Zoya
13656|Zsuzsanna
13657|Zuzia
-GHA|20
1|Akosua Tiwaa
2|Alima
3|Angela Naa Amerley
4|Audrey Naa Amerley
5|Catherine Nana Yaa
6|Christiana Naa Merley
7|Claudia Adomah
8|Dorcas
9|Esi
10|Ivy
11|Keziah Narkwor
12|Maud
13|Naa Shika
14|Nana Akosua Amadi
15|Paulina Van
16|Pearl
17|Sarah
18|Shelley
19|Tobi
20|Yvonne
-GRE|4184
7|Adamantia
8|Adamantia Panagoula
9|Adreanna
10|Adriana
11|Adriani
12|Afentra
29|Afroditi
30|Afroditi Amalia
32|Afroditi Maria
33|Afroditi-Lelouda
37|Agapi
38|Agapi Gavriela
39|Agapi Ioli
40|Agapi Sofia
41|Agathia
43|Ageliki
70|Aggeliki
71|Aggeliki-Athina
72|Aggeliki-Maria
73|Aglaua
77|Agni
155|Aikaterini
156|Aikaterini Argyro
157|Aikaterini D.
158|Aikaterini Pavlina
159|Aikaterini-Eirini
160|Aikterini
164|Aimilia
165|Aimilia Emmanouela
166|Akrivi-Hrisi
167|Akylina
168|Albera
170|Aleksandra
171|Aleksia-Zina
172|Alex
228|Alexandra
229|Alexandra Maria
230|Alexandra-Eyaggelia
236|Alexia
238|Alice
251|Aliki
252|Aliki Anna
253|Aliki Sofia
254|Aliki-Paraskevi
255|Alisa Stefania
257|Alkioni
258|Alkisti Nikoleta
260|Alkistis
261|Alkistis Maria
262|Alkistis-Ekaterini
265|Alkmini
266|Alkyoni
275|Amalia
276|Amalia Evdoxia
277|Amalia Georgia
278|Amalia-Sofia
279|An
280|Ana Izampela
373|Anastasia
374|Anastasia Athanasia
375|Anastasia Ioanna
376|Anastasia M.
377|Anastasia Maria
378|Anastasia St
379|Anastasia Varvara
380|Anastasia Zaharenia
381|Anastasia-Eleni
382|Anastasia-Maria
383|Anastasia-Theodora
384|Andria
393|Andriana
394|Andriana Eft
395|Andriana Iliana
396|Andriana-Theodora
400|Andriani
403|Andrianna
404|Andrianna Nikolitsa
409|Andromachi
411|Andromahi
414|Androniki
416|Angela
417|Angelika
462|Angeliki
463|Angeliki Maria
465|Angeliki Vasiliki
466|Angeliki-Ioanna
467|Angelina
468|Aniopi
536|Anna
537|Anna Aikaterini
538|Anna Elisavet
539|Anna Lydia
550|Anna Maria
551|Anna Sofia
552|Anna Styliani
553|Anna Thalia
554|Anna-Hara
565|Anna-Maria
566|Anna-Marina
567|Anna-Raisa
568|Anna-Sofia
569|Anneta
570|Anni
571|Antelina
579|Anthi
580|Anthi Chol
581|Anthi-Maria
582|Anthia
583|Anthoula
584|Anthoula Elpida
585|Anthousa
599|Antigoni
600|Antigoni Anna
601|Antiopi
602|Antonela
634|Antonia
635|Antonia Angeliki
636|Antonia Eliza
637|Antonia Zoi
638|Antonia-Gertroudi
639|Antonia-Maria
640|Aphroditi
641|Aphroditi-Haralambia
645|Apostolia
646|Apostolia Evangelia
647|Ar
648|Archontia Stavroul
650|Archontoula
656|Areti
657|Argiri
661|Argiro
662|Argiroula
663|Argyri
671|Argyro
672|Argyro Evanthia
673|Arhontia
674|Aria
675|Ariadne
687|Ariadni
688|Ariadni Georgia
689|Ariadni Theodora
690|Ariadni-Monika
691|Arianna Niki
692|Ariel
693|Ariela
694|Aristea
695|Aristea Dimitra
696|Arsenia Despoina
697|Artemi
713|Artemis
714|Artemis-Dimitra
715|Artemis-Maria
717|Artemisia
722|Asimenia
730|Asimina
745|Aspasia
746|Aspasia Ramona
747|Athanais
776|Athanasia
777|Athanasia-Panagiota
814|Athina
815|Athina Maria
816|Athina Marina
817|Athina Olga
818|Athina-Christina
819|Athina-Maria
820|Athina-Mikaela
821|Beate
822|Betty-Anna
823|Bianka Maria
824|Biktoria-Spyridoula
825|Boryana
826|Camille
827|Carmen
828|Carol Ann
831|Chara
832|Chara-Symella
833|Charalampia
839|Charikleia
840|Chariklia
842|Charis
844|Charitini
845|Charitomeni
847|Charoula
848|Chloi
849|Chrisa Eleni
850|Chrisdula
854|Christiana
906|Christina
907|Christina Anna
908|Christina Eleni
909|Christina Evanthia
910|Christina P.
911|Christina Pelagi
912|Christina Rafailia
913|Christina Stella
914|Christina Vasiliki
915|Christina-Alexandra
916|Christina-Lidia
917|Christina-Maria
918|Christina-Theodora
922|Chrysa
923|Chrysa-Ioanna
929|Chrysanthi
930|Chrysaugi
935|Chrysi
936|Chrysi Maria
937|Chrysina
949|Chrysoula
950|Chrysoula Theodora
951|Chrysovalantou
952|Chryssa
953|Crhysoula
954|Cvetanka
964|Dafni
965|Dafni Lina
966|Danae
967|Danah
994|Danai
995|Danai Despoina
996|Danai Eirini
997|Danai Panagoula
998|Danai-Maria
999|Danai-Paraskevi
1000|Danay Antonova
1001|Daniella
1002|Dannai Corfu
1003|Dareia
1004|Dea Ioanna
1005|Demetra
1006|Denise
1030|Despina
1070|Despoina
1071|Despoina Anna
1072|Despoina Iliana
1073|Despoina Michaella
1074|Despoina Yps
1075|Despoina-Myrto
1076|Dhionisia
1077|Dialekti
1078|Diamanti
1079|Diamanto
1080|Diana
1156|Dimitra
1157|Dimitra Aikaterini
1158|Dimitra Despoina
1159|Dimitra Lydia
1161|Dimitra Maria
1162|Dimitra Smaragda
1163|Dimitra-Eirini
1164|Dimitra-Evgenia
1165|Dimitra-Maria
1166|Dimitra-Orsalia
1167|Dimitria
1168|Dimokratia
1172|Dionisia
1173|Dionisia-Maria
1175|Dionissia
1183|Dionysia
1184|Domna
1185|Dora
1186|Dorkas
1189|Dorothea
1190|Efdoxia
1191|Efi
1193|Efimia
1194|Efimia Polymnia
1196|Efpraxia
1201|Efrosini
1203|Efrosyni
1205|Efsevia
1213|Efstathia
1214|Efstratia
1215|Efstratia Maria
1216|Eftaxia
1217|Efterpi
1218|Efthalia
1220|Efthimia
1230|Efthymia
1231|Efthymia Athanasia
1234|Eftihia
1238|Eftychia
1239|Eftychia Georgia
1240|Eftyhia
1241|Eirhnh
1307|Eirini
1308|Eirini Aristea
1309|Eirini Chrysovalant
1310|Eirini Chrysovalantou
1311|Eirini Elissavet
1312|Eirini Ioanna
1313|Eirini Maria
1314|Eirini-Chrysoval
1315|Eirini-Eleni
1316|Eirini-Hrisovall
1317|Eirini-Koralia
1318|Eirini-Maria
1319|Ekater
1320|Ekaterina
1376|Ekaterini
1377|Ekaterini-Georgia
1378|Ekaterini-Panagiota
1381|Eleana
1382|Eleana Konstantina
1386|Eleanna
1418|Eleftheria
1419|Eleftheria Anna
1420|Eleftheria-Georgia
1421|Eleftheria-Theodora
1427|Elena
1595|Eleni
1596|Eleni Alex
1597|Eleni Andriana
1599|Eleni Anna
1600|Eleni Despoina
1601|Eleni Dimitra
1602|Eleni I.
1603|Eleni Ino
1604|Eleni Ioanna
1605|Eleni Iokasti
1607|Eleni Maria
1608|Eleni Nikoletta
1609|Eleni Sofia
1610|Eleni Xeni
1612|Eleni-Anna
1613|Eleni-Diomeidia
1614|Eleni-Elpida
1615|Eleni-Konstantina
1617|Eleni-Maria
1618|Eleni-Marina
1619|Eleni-Sofia
1620|Eleni-Theofania
1621|Eleni-Varvara
1622|Eleonora
1623|Eleonora Milka
1624|Eleyueria-Anastasia
1626|Elia
1627|Eliana
1630|Elina
1656|Elisavet
1657|Elisavvet
1662|Elissavet
1663|Elissavet Maria
1664|Eliza
1665|Elizaveta
1677|Elli
1678|Elli Eleftheria
1697|Elpida
1698|Elpida Niki
1699|Elpida Sofia
1700|Elpida-Stamatina
1701|Elpiniki
1702|Elpis
1703|Elsa
1704|Elvira
1705|Elvira-Marina
1706|Elza-Panagiota
1707|Emanouela
1708|Emelia
1709|Emilia
1719|Emmanouela
1720|Emmanouela Elpida
1721|Emmanouella
1722|Emmanoyella
1723|Emmelia
1724|Epistimi
1725|Erasmia
1726|Erato
1727|Erato-Euaggelia
1728|Eri
1729|Eria
1730|Eriani
1731|Erianna
1732|Erietta
1734|Erifyli
1736|Erika
1737|Eritheli
1738|Ermioni
1739|Ermofili
1740|Errika
1743|Ersi
1744|Etheronia
1747|Euaggelia
1749|Eudoxia
1753|Eugenia
1754|Eustratia Maria
1760|Eva
1763|Evagelia
1764|Evagelia-Anastasia
1777|Evaggelia
1832|Evangelia
1833|Evangelia Rafailia
1834|Evangelia-Georgia
1835|Evangelia-Iris
1836|Evangelia-Paraskevi
1837|Evangelina
1845|Evanthia
1846|Evanthia Andrea
1850|Evdokia
1855|Evdoxia
1886|Evgenia
1887|Evgenia Maria
1888|Evgenia Rafaella
1889|Evgenia Valeria
1890|Evgenia-Ioanna
1891|Evi
1893|Evina
1895|Evita
1896|Evlampia
1899|Evmorfia
1901|Evridiki
1902|Evridiki-Maria
1903|Evropi
1904|Evrykleia
1905|Eydokia
1906|Eyfrosyni
1907|Eygeni
1910|Eygenia
1911|Eylat
1912|Eystathia
1914|Eystratia
1915|Eyterpi
1917|Eytyhia
1920|Faidra
1931|Fani
1932|Fani-Maria
1934|Fedra
1936|Fereniki
1937|Feroniki-Maria
1938|Filia
1939|Filio
1943|Filippa
1944|Filippia
1945|Fiona
1946|Foivi
1947|Foivi-Ilektra
1963|Foteini
1964|Foteini Maria
1965|Foteini Natalia
1980|Fotini
1981|Fotini-Sofia
1982|Fotini-Zaharati
1983|Fragkiska
1984|Fragko-Eleni
1985|Frantsiska-Andrea
1987|Frantzeska
1989|Freideriki
1992|Frideriki
1993|Gabriela
1994|Galateia Christina
1997|Galini
1998|Garifalia
2000|Garyfalia
2001|Gemma
2080|Georgia
2081|Georgia Aggel
2082|Georgia Anna
2083|Georgia Aspr
2084|Georgia Yps
2085|Georgia Zoi
2086|Georgia-Aliki
2087|Georgianna
2088|Georgios
2089|Gerasimia
2090|Gianna
2091|Giolanta
2092|Glikeria
2094|Glykeria
2095|Golfo-Dimitra
2096|Grammatiki
2097|Habiba
2098|Haido
2099|Hara
2102|Harikleia
2103|Hariklia
2104|Haritomeni
2105|Haroula
2109|Hrisanthi
2112|Hrisi
2113|Hrisovalanti
2149|Hristina
2150|Hristina-Ariadni
2151|Hristina-Despoina
2152|Hristina-Hry
2153|Hristina-Niki
2154|Hrysa-Eleni
2156|Hrysopiyi
2157|Hrysovalanto
2158|Ianthi
2159|Iasmi
2160|Idyli
2162|Ifigeneia
2164|Ifigenia
2165|Ilda
2166|Ildiko
2168|Ileana
2181|Ilektra
2182|Ilektra Maria
2183|Ilektra-Styliani
2184|Ilia Glykeria
2199|Iliana
2200|Iliana-Eleni
2203|Ilianna
2204|Ilianna Izambela
2205|Ilias
2206|Ilida
2208|Ingrid
2300|Ioanna
2301|Ioanna Chios
2302|Ioanna Danai
2303|Ioanna Lambrini
2305|Ioanna Maria
2306|Ioanna Rafaela
2308|Ioanna-Artemis
2309|Ioanna-Klio
2311|Ioanna-Maria
2312|Ioanna-Nina
2318|Ioli
2319|Ioli-Niki
2320|Iosifina Sotiria
2326|Ioulia
2327|Ioulia Anastasia
2328|Ioulia-Zoi
2329|Ioulitta
2330|Ioustini
2331|Ir
2333|Irene
2334|Irida
2336|Irina
2365|Irini
2366|Irini-Fotini
2369|Iris
2370|Iris Efcharis
2371|Iris Smaragda
2373|Iro
2374|Iro-Athina
2375|Isavella Maria
2376|Isidora
2377|Ismini
2378|Ismini-Ioanna
2379|Jagoda Maria
2380|Joana
2381|Joanne
2382|Julia
2385|Kaliopi
2411|Kalliopi
2412|Kalliopi Eftychia
2413|Kalliopi Spyridoula
2416|Kalliroi
2417|Kalliroi-Anastasia
2419|Kalypso
2420|Kanella
2421|Karmen
2436|Katerina
2437|Katerina Elpida
2438|Katerina Koralia
2439|Katerina Nefeli
2440|Katerina-Danai
2441|Katholiki
2442|Katia
2443|Kiki
2447|Kiriaki
2448|Kiriaki-Maria
2449|Kleanthi
2450|Kleinta
2452|Kleio
2453|Kleio-Konstantina
2454|Kleoniki
2460|Kleopatra
2461|Klio
2462|Konstantia
2548|Konstantina
2549|Konstantina Gerasimia
2550|Konstantina Ilioup
2551|Konstantina Kelaidi
2552|Konstantina Maria
2553|Konstantina-Porfyr
2554|Konstantina-Stefania
2555|Konstantina-Tarsi
2556|Konstantinia Feres
2557|Korina
2558|Kristalenia
2559|Kristalia
2560|Kristina
2562|Krystallia
2586|Kyriaki
2587|Kyriaki Aliki
2588|Kyriaki Eleni
2589|Kyriaki Lydia
2590|Kyriaki Maria
2591|Kyriaki-Michaela
2592|Lambrini
2595|Lamprini
2596|Larisa
2598|Laskarina
2599|Lefki
2600|Lemonia
2601|Leonidia
2602|Leonora
2603|Liana
2604|Liani
2606|Lida
2607|Lida Chol
2610|Lidia
2611|Lila
2612|Lilian
2613|Lily
2614|Lindsey Helen
2616|Lito
2617|Lito-Eleni
2619|Louiza
2622|Loukia
2641|Lydia
2642|Lydia Eleni
2643|Lydia Ourania
2644|Magda
2660|Magdalini
2661|Magdalyni
2662|Magia
2663|Magialol
2664|Maira
2665|Makrina
2668|Malvina
2669|Manana
2670|Manolia
2671|Mara
2690|Margarita
2691|Margarita-Eleni
2963|Maria
2964|Maria A.
2965|Maria Agni
2966|Maria Aikaterini
2969|Maria Anna
2970|Maria Antonia
2971|Maria Ar
2972|Maria Athina
2973|Maria Christina
2974|Maria Chrysa
2975|Maria Despoina
2977|Maria Dimitra
2989|Maria Eleni
2991|Maria Elisavet
2992|Maria Ellinis
2993|Maria G.
2994|Maria Garyfallia
2995|Maria Giannitsa
2997|Maria I.
2999|Maria Ioanna
3000|Maria Ioulia
3001|Maria Ismini
3002|Maria Kon
3005|Maria Konstantina
3006|Maria M.
3007|Maria Meropi
3008|Maria Nefeli
3009|Maria Nikoletta
3010|Maria Paraskevi
3012|Maria Rafaela
3014|Maria Rafailia
3015|Maria Sofia
3016|Maria Soultana
3017|Maria Stamatia
3018|Maria Stamatina
3019|Maria Styliani
3020|Maria Tereza
3021|Maria V.
3022|Maria Zoi
3023|Maria-Agelina
3024|Maria-Aggeliki
3028|Maria-Anna
3029|Maria-Artemis
3030|Maria-Christina
3031|Maria-Danai
3032|Maria-Efmorfia
3033|Maria-Eirini
3034|Maria-Elena
3042|Maria-Eleni
3043|Maria-Evanthia
3044|Maria-Eystathia
3045|Maria-Georgia
3047|Maria-Hristina
3048|Maria-Hrysoyla
3050|Maria-Ioanna
3051|Maria-Irini
3052|Maria-Konstantina
3053|Maria-Lyda
3054|Maria-Magdalini
3055|Maria-Melina
3056|Maria-Michaela
3057|Maria-Myrsini
3058|Maria-Myrto
3059|Maria-Nefeli
3060|Maria-Nikoletta
3061|Maria-Olympia
3062|Maria-Sofia
3063|Maria-Stamatina
3064|Maria-Zoi
3065|Marialena
3066|Mariana
3087|Marianna
3100|Marianthi
3101|Marieta
3104|Marietta
3115|Marilena
3116|Marilena Her
3117|Marilia
3118|Marily
3151|Marina
3152|Marina Anna
3153|Marina Eleftheria
3154|Marina I.
3155|Marina Ioanna
3156|Marina Paraskevi
3157|Marina Zoi
3158|Marina-Anastasia
3159|Marina-Eleni
3161|Marisa
3163|Maritina
3164|Mariza
3167|Markella
3168|Maro
3169|Maroysa
3170|Marta
3180|Martha
3181|Martha Magdalini
3182|Martina
3183|Martina Christin
3184|Mary
3185|Mathilde
3187|Matina
3206|Melina
3207|Melina Andomachi
3208|Melina Angeliki
3209|Melina Athina
3210|Melina-Niki
3211|Melissa
3212|Melitini Dimitra
3213|Menexenia
3214|Menia
3217|Meropi
3223|Michaela
3224|Michailia-Maria
3225|Michelle
3227|Mihaela
3228|Milena
3229|Milia
3230|Mimoza
3231|Mina
3232|Miranta
3234|Mirella
3237|Mirsini
3238|Mirto-Eleni
3239|Mirto-Iro
3240|Myriam
3249|Myrsini
3262|Myrto
3263|Myrto-Nikolia
3267|Nafsika
3268|Nafsika Christina
3269|Nandia
3293|Natalia
3294|Natalia Eftyhia
3296|Natasa
3297|Natasha
3298|Nazareta
3322|Nefeli
3323|Nefeli Efthymia
3324|Nefeli Georgia
3325|Nefeli Maria
3326|Nefeli Nanta
3327|Nefeli-Eirini
3333|Nektaria
3334|Nepheli
3335|Nerantzo
3336|Ni Anastasia
3355|Niki
3356|Niki Louiza
3357|Niki Myrto
3358|Niki Vasiliki
3377|Nikoleta
3378|Nikoleta Georgia
3379|Nikoleta Kav
3385|Nikoletta
3386|Nikoletta Dram
3387|Nikolia
3389|Nikolina
3391|Nikolitsa
3393|Nina
3394|Noemi
3395|Ntenisa
3416|Olga
3417|Olga Athanasia
3418|Olga Maria
3419|Olga-Ariadni
3420|Olga-Maria
3421|Olybia-Dialekti
3430|Olympia
3431|Oreozili
3442|Ourania
3443|Ourania Fanouria
3480|Panagiota
3481|Panagiota Christina
3482|Panagiota Eleni
3483|Panagiota Nikolitsa
3484|Panagiota P.
3485|Panagiota-Eirini
3486|Panagiota-Nikoleta
3487|Panagiotia
3488|Panagiotis
3489|Panagoula
3490|Pandora
3491|Panoraia
3492|Panoria
3493|Pantelia
3494|Pantelina-Paras
3495|Paola
3496|Paraskeui
3517|Paraskevi
3518|Paraskevi Areti
3519|Paraskevi Voula
3520|Paraskevi-Maria
3521|Paraskeyi-Nt
3522|Parthena
3523|Parthena-Regina
3524|Paschalina
3525|Pashalia
3527|Pavlina
3529|Pelagia
3530|Penama
3531|Peristera
3532|Persefoni
3534|Petroula
3535|Pigi
3542|Pinelopi
3543|Pinelopi-Anna
3544|Ploumisti
3546|Polina
3548|Polixeni
3549|Poly
3553|Polyxeni
3554|Polyxeni Styliani
3556|Popi
3557|Porfyria
3558|Pothiti
3564|Rafaela
3565|Rafaela Arsenia
3566|Rafaela Eleftheria
3567|Rafaela Martha
3568|Rafaelena
3570|Rafaella
3573|Rafailia
3574|Rafailia-Persefoni
3575|Rafailia-Styliani-Zoi
3576|Ralia
3577|Ramonna
3578|Rania
3579|Rebecca
3580|Reggina
3581|Rena
3583|Reveka
3584|Revekka
3585|Roda
3586|Rodama
3589|Rodanthi
3590|Romylaia
3591|Rosana
3593|Roubini
3594|Roumpini
3595|Roxani-Eirini
3597|Roza
3598|Roza Niki
3599|Roza-Evangelia
3601|Rozalia
3602|Rozza
3603|Sapfo
3604|Savina
3608|Savvina
3609|Savvoula
3610|Semeli
3611|Serafeimia
3612|Serafima
3614|Sevasti
3615|Sevastiani
3616|Silvia
3617|Simela
3618|Simon Maria
3620|Simona
3621|Sissi
3625|Smaragda
3626|Smaragdi
3627|Smaragdo
3715|Sofia
3716|Sofia Alexia
3717|Sofia Chan
3718|Sofia Chol
3719|Sofia G.
3720|Sofia Giantvigka
3721|Sofia Ifigenia
3722|Sofia Ik
3723|Sofia-Eleni
3724|Sofia-Ifigeneia
3725|Sofia-Rafailia
3726|Sofia-Savvina
3727|Sofoula
3729|Sonia
3744|Sotiria
3745|Sotiria Zoi
3746|Sotiria-Aphrodite
3747|Soultana
3748|Soumela
3749|Sp
3750|Spiridoula
3752|Spyridoula
3753|Spyridoula Danai
3754|Spyridoula E.
3755|Spyridoula P.
3762|Stamatia
3763|Stamatia Spyridoula
3764|Stamatiki
3770|Stamatina
3771|Stamatoula
3774|Stavriani
3776|Stavrina
3801|Stavroula
3802|Stavroula Ioanna
3803|Stavroula-Amalia
3806|Stayroyla
3817|Stefania
3818|Stefania-Dimitra
3825|Stella
3826|Stella-Anna
3829|Stergiani
3830|Stergiani Yps
3834|Stiliani
3851|Styliani
3852|Styliani Eleftheria
3853|Styliani Ilioup
3854|Styliani-Erofylli
3855|Styliani-Ioanna
3856|Stylianos
3857|Susanna
3858|Suzan
3859|Symela Maria
3860|Syrmo
3861|Tallidou
3862|Tamari
3866|Tatiana
3867|Tatiani
3868|Taxiarchia
3869|Tayma
3870|Tea
3871|Terpsichori
3873|Thaleia
3874|Thaleia Maria
3876|Thalia
3877|Thalia-Mikaela
3878|Theano
3910|Theodora
3911|Theodora-Eyge
3912|Theofania
3913|Theofania-Christina
3914|Theofano
3916|Theologia
3917|Theoni
3918|Theothora
3920|Thomai
3921|Thomai Efthymia
3922|Thomai Elisavet
3923|Tonia
3924|Triantafilia
3925|Triantafillia
3926|Triantafyllia Anastasia
3927|Tsampika Thareni
3928|Tzenifer Nina
3929|Tzevrie
3930|Vaggelitsa
3931|Vagia
3932|Vagia Ioanna
3933|Vagianna
3936|Vaia
3937|Valasia
3939|Valentina
3941|Valentini
3943|Valeria
3944|Valeria Maria
3946|Valia
3947|Vanesa
3957|Varvara
3958|Varvara-Eleni
3962|Vasileia
3967|Vasilia
3968|Vasilika
4073|Vasiliki
4074|Vasiliki Aikaterini
4075|Vasiliki Eirini
4076|Vasiliki Kan
4077|Vasiliki Lito
4078|Vasiliki Maria
4079|Vasiliki Panel
4080|Vasiliki Viktoria
4081|Vasiliki-Lydia
4082|Vaso
4084|Vassiliki
4085|Vavouli Eirini
4086|Veatriki
4087|Veatriki Maria
4090|Venetia
4091|Vera
4092|Veronika
4093|Veroniki-Marianna
4094|Versa
4095|Vicky
4099|Victoria
4100|Viki
4101|Viktor
4109|Viktoria
4110|Viole
4112|Violeta
4113|Violeta Hristova
4114|Violetta Revekka
4119|Virginia
4120|Vlasia
4121|Vlasia Panagiota
4122|Vretti
4123|Xakousti
4125|Xanthi
4126|Xanthippi
4128|Xanthoula
4129|Xanthoyla
4130|Xantippe
4138|Xenia
4139|Xristiana
4140|Yelena
4141|Yoshika
4142|Yvonni
4143|Zacharoula
4144|Zafeiria-Marina
4145|Zafeiroula
4146|Zakelina
4147|Zinaida
4149|Zografia
4179|Zoi
4180|Zoi Eleni
4181|Zoi Maria
4182|Zoi Paraskevi
4183|Zoi-Eleni
4184|Zoi-Theodora
-GRN|1
1|Akilah
-GUA|120
1|Adriana
2|Adriana M.
3|Alejandra
5|Ana
6|Ana Camila
7|Ana Elvira E.
8|Ana Lilyan
9|Ana Luisa
10|Ana Yoselin
11|Andrea Jazmin
12|Andrea Sofia
13|Anette
14|Astrid Nineth
15|Ayme
16|Barbara
17|Bianca Daniela
18|Bianca Marissa I.
19|Bianka D.
20|Brenda
21|Camila
22|Carolina I.
23|Catalina
24|Claudia
25|Cristina
26|Dairyn D.
27|Daniela
28|Debora Elizabeth
29|Diana Maribel
30|Dilcy B.
31|Dina
32|Dulce Rocio
33|Elvia
34|Emilia Susana
35|Emily Adriana
36|Ericka Mariana
37|Estrellita D.
38|Eva
39|Eylin Damar
40|Fatima Sofia
41|Florea de Maria
42|Gabriela
43|Galilea Raquel
44|Giovanna I.
45|Gloria
46|Ingrid Lorena
47|Isabella
48|Jacqueline G.
50|Jennifer
51|Jennifer Beatriz
52|Jenny Fernanda
53|Jessica
54|Johanna
55|Joseline
56|Joselyn
57|Julissa J.
60|Karen
62|Karla
63|Katherine A.
64|Keila Eliett
65|Kelly Michelle
66|Kimberly Esmeralda
67|Kimberly Mayeli
68|Kirsten Andrea
69|Kristel Karina
